Fecha_Hora,Luz_Porcentaje,Temperatura_C,Humedad_Porcentaje
2026-05-23 15:31:35.317,71.1,28.8,38.0
2026-05-23 15:31:35.517,71.2,28.3,37.9
2026-05-23 15:31:35.728,71.4,28.3,38.0
2026-05-23 15:31:35.931,71.2,28.3,38.0
2026-05-23 15:31:36.134,69.3,28.8,37.8
2026-05-23 15:31:36.337,66.9,28.3,37.8
2026-05-23 15:31:36.537,67.7,28.3,38.0
2026-05-23 15:31:36.744,69.9,28.8,38.0
2026-05-23 15:31:36.946,69.4,28.3,38.0
2026-05-23 15:31:37.150,69.8,29.3,37.9
2026-05-23 15:31:37.351,69.1,28.3,37.8
2026-05-23 15:31:37.551,69.3,28.3,37.8
2026-05-23 15:31:37.751,69.3,28.3,37.9
2026-05-23 15:31:37.951,69.4,29.3,38.0
2026-05-23 15:31:38.168,69.5,28.3,37.8
2026-05-23 15:31:38.368,69.3,28.3,38.0
2026-05-23 15:31:38.568,69.6,28.8,37.9
2026-05-23 15:31:38.776,69.5,28.3,38.0
2026-05-23 15:31:38.981,69.7,28.8,38.0
2026-05-23 15:31:39.184,70.0,28.8,38.0
2026-05-23 15:31:39.388,69.7,28.8,37.9
2026-05-23 15:31:39.587,69.8,29.3,37.9
2026-05-23 15:31:39.794,69.9,29.3,38.0
2026-05-23 15:31:39.997,69.6,29.3,37.8
2026-05-23 15:31:40.201,69.6,29.3,38.0
2026-05-23 15:31:40.402,69.6,28.3,37.9
2026-05-23 15:31:40.602,69.6,28.3,37.9
2026-05-23 15:31:40.802,69.5,29.3,38.0
2026-05-23 15:31:41.010,69.7,28.3,37.8
2026-05-23 15:31:41.217,69.7,28.8,38.0
2026-05-23 15:31:41.419,69.6,28.8,38.0
2026-05-23 15:31:41.619,69.7,28.8,38.0
2026-05-23 15:31:41.825,69.8,29.3,38.0
2026-05-23 15:31:42.025,70.1,28.3,38.0
2026-05-23 15:31:42.234,70.2,29.3,38.0
2026-05-23 15:31:42.437,70.1,28.8,38.0
2026-05-23 15:31:42.637,70.2,29.3,38.0
2026-05-23 15:31:42.839,70.2,28.3,37.9
2026-05-23 15:31:43.037,70.2,28.3,37.9
2026-05-23 15:31:43.249,70.1,29.3,37.8
2026-05-23 15:31:43.453,70.2,28.3,37.8
2026-05-23 15:31:43.653,70.3,28.8,37.9
2026-05-23 15:31:43.857,70.0,28.3,37.9
2026-05-23 15:31:44.053,70.2,28.8,38.0
2026-05-23 15:31:44.262,70.3,28.3,38.0
2026-05-23 15:31:44.470,70.1,28.3,38.0
2026-05-23 15:31:44.670,70.4,28.3,38.0
2026-05-23 15:31:44.876,70.4,29.3,38.0
2026-05-23 15:31:45.081,70.2,29.3,37.8
2026-05-23 15:31:45.283,70.0,28.3,37.9
2026-05-23 15:31:45.487,70.1,28.3,37.9
2026-05-23 15:31:45.687,70.3,28.8,38.0
2026-05-23 15:31:45.887,70.1,28.3,38.0
2026-05-23 15:31:46.097,70.1,28.3,37.8
2026-05-23 15:31:46.300,69.9,29.3,37.8
2026-05-23 15:31:46.503,70.0,28.8,38.0
2026-05-23 15:31:46.704,69.9,29.3,38.0
2026-05-23 15:31:46.906,69.7,28.3,37.9
2026-05-23 15:31:47.105,69.7,28.3,37.9
2026-05-23 15:31:47.304,69.9,28.8,37.9
2026-05-23 15:31:47.521,69.8,29.3,37.9
2026-05-23 15:31:47.721,69.8,28.3,37.9
2026-05-23 15:31:47.925,69.7,28.3,37.9
2026-05-23 15:31:48.130,70.1,29.3,37.8
2026-05-23 15:31:48.334,69.6,29.3,37.9
2026-05-23 15:31:48.537,68.1,28.3,38.0
2026-05-23 15:31:48.738,67.4,29.3,37.8
2026-05-23 15:31:48.939,70.3,28.3,38.0
2026-05-23 15:31:49.139,71.2,28.3,38.1
2026-05-23 15:31:49.339,71.2,28.3,38.1
2026-05-23 15:31:49.553,71.2,28.8,38.0
2026-05-23 15:31:49.756,71.4,29.3,38.0
2026-05-23 15:31:49.960,71.4,29.3,38.0
2026-05-23 15:31:50.159,71.4,29.3,38.0
2026-05-23 15:31:50.366,71.3,28.3,37.9
2026-05-23 15:31:50.567,71.6,28.8,37.9
2026-05-23 15:31:50.772,71.3,28.8,37.8
2026-05-23 15:31:50.975,71.3,28.3,38.0
2026-05-23 15:31:51.176,71.3,28.3,38.0
2026-05-23 15:31:51.383,71.2,28.3,37.9
2026-05-23 15:31:51.584,71.3,28.3,37.9
2026-05-23 15:31:51.790,71.4,28.3,38.0
2026-05-23 15:31:51.990,71.3,28.3,37.9
2026-05-23 15:31:52.190,71.3,28.3,37.8
2026-05-23 15:31:52.390,71.2,28.8,37.9
2026-05-23 15:31:52.594,71.2,29.3,38.0
2026-05-23 15:31:52.806,71.1,28.8,38.0
2026-05-23 15:31:53.007,71.3,28.3,38.0
2026-05-23 15:31:53.207,71.2,29.3,38.0
2026-05-23 15:31:53.407,70.8,28.8,38.0
2026-05-23 15:31:53.616,71.1,28.3,38.0
2026-05-23 15:31:53.823,70.9,28.3,37.9
2026-05-23 15:31:54.025,70.9,28.3,37.8
2026-05-23 15:31:54.226,70.9,28.3,38.0
2026-05-23 15:31:54.425,71.0,28.3,37.9
2026-05-23 15:31:54.637,70.9,28.8,37.9
2026-05-23 15:31:54.840,71.0,28.3,38.0
2026-05-23 15:31:55.041,71.2,28.8,38.0
2026-05-23 15:31:55.241,71.1,29.3,37.8
2026-05-23 15:31:55.441,71.0,28.3,38.0
2026-05-23 15:31:55.652,71.2,29.3,38.0
2026-05-23 15:31:55.857,70.9,28.8,38.0
2026-05-23 15:31:56.058,71.2,28.8,37.9
2026-05-23 15:31:56.261,71.0,28.3,37.9
2026-05-23 15:31:56.458,70.8,28.3,37.8
2026-05-23 15:31:56.668,71.1,28.8,37.8
2026-05-23 15:31:56.868,71.0,28.8,38.0
2026-05-23 15:31:57.076,70.9,28.3,37.9
2026-05-23 15:31:57.277,70.9,28.3,38.0
2026-05-23 15:31:57.475,71.1,28.3,38.0
2026-05-23 15:31:57.676,71.1,28.8,38.0
2026-05-23 15:31:57.888,71.0,28.3,38.0
2026-05-23 15:31:58.092,71.2,28.3,38.0
2026-05-23 15:31:58.292,71.1,28.3,37.8
2026-05-23 15:31:58.493,71.1,29.3,38.0
2026-05-23 15:31:58.698,71.1,28.3,37.8
2026-05-23 15:31:58.905,71.1,28.3,37.8
2026-05-23 15:31:59.109,71.5,29.3,37.8
2026-05-23 15:31:59.313,71.4,27.9,37.9
2026-05-23 15:31:59.510,71.4,28.3,38.0
2026-05-23 15:31:59.710,71.4,28.3,38.0
2026-05-23 15:31:59.918,71.5,29.3,37.9
2026-05-23 15:32:00.127,71.6,29.3,37.9
2026-05-23 15:32:00.328,71.5,28.3,37.9
2026-05-23 15:32:00.526,71.7,28.3,37.9
2026-05-23 15:32:00.727,71.7,28.8,37.9
2026-05-23 15:32:00.937,71.6,28.8,38.0
2026-05-23 15:32:01.143,71.7,28.8,37.9
2026-05-23 15:32:01.344,71.4,29.3,38.0
2026-05-23 15:32:01.544,71.7,28.8,37.8
2026-05-23 15:32:01.744,71.5,28.3,37.9
2026-05-23 15:32:01.957,71.4,28.3,38.0
2026-05-23 15:32:02.160,71.4,29.3,38.0
2026-05-23 15:32:02.361,71.4,29.3,37.9
2026-05-23 15:32:02.561,71.5,28.3,37.9
2026-05-23 15:32:02.767,71.4,28.3,38.0
2026-05-23 15:32:02.970,71.5,28.3,37.9
2026-05-23 15:32:03.176,71.5,28.3,38.0
2026-05-23 15:32:03.377,71.5,28.8,37.8
2026-05-23 15:32:03.577,71.6,28.8,38.0
2026-05-23 15:32:03.778,71.6,29.3,38.0
2026-05-23 15:32:03.990,71.6,29.3,37.8
2026-05-23 15:32:04.190,71.6,28.3,38.0
2026-05-23 15:32:04.395,71.3,29.3,38.0
2026-05-23 15:32:04.595,71.3,29.3,38.0
2026-05-23 15:32:04.795,71.3,28.3,37.9
2026-05-23 15:32:05.006,71.3,28.3,37.8
2026-05-23 15:32:05.207,71.2,28.3,38.1
2026-05-23 15:32:05.412,71.5,28.3,38.1
2026-05-23 15:32:05.613,71.6,29.3,38.0
2026-05-23 15:32:05.812,71.5,28.8,37.8
2026-05-23 15:32:06.022,71.7,28.3,38.0
2026-05-23 15:32:06.226,71.6,28.3,37.8
2026-05-23 15:32:06.429,70.8,28.3,38.0
2026-05-23 15:32:06.631,69.3,29.3,38.0
2026-05-23 15:32:06.829,68.8,29.3,38.0
2026-05-23 15:32:07.038,68.0,29.3,37.9
2026-05-23 15:32:07.238,67.1,29.3,37.9
2026-05-23 15:32:07.446,66.5,28.3,38.0
2026-05-23 15:32:07.646,66.3,29.3,37.9
2026-05-23 15:32:07.846,66.7,28.3,38.0
2026-05-23 15:32:08.046,66.4,28.8,38.1
2026-05-23 15:32:08.258,66.2,29.3,38.0
2026-05-23 15:32:08.463,66.5,28.3,37.9
2026-05-23 15:32:08.663,68.9,28.8,38.0
2026-05-23 15:32:08.863,70.8,28.3,38.1
2026-05-23 15:32:09.063,71.3,27.9,38.1
2026-05-23 15:32:09.275,71.4,28.8,38.1
2026-05-23 15:32:09.480,71.2,29.3,37.8
2026-05-23 15:32:09.680,71.3,28.8,38.0
2026-05-23 15:32:09.880,71.2,28.8,38.0
2026-05-23 15:32:10.087,71.4,29.3,37.8
2026-05-23 15:32:10.291,71.2,29.3,38.0
2026-05-23 15:32:10.492,71.3,28.3,38.0
2026-05-23 15:32:10.697,71.1,28.3,37.9
2026-05-23 15:32:10.898,71.3,28.3,38.1
2026-05-23 15:32:11.098,71.4,28.8,38.1
2026-05-23 15:32:11.309,71.1,28.3,37.9
2026-05-23 15:32:11.511,71.3,28.3,37.9
2026-05-23 15:32:11.714,71.4,29.3,38.0
2026-05-23 15:32:11.918,71.3,28.8,38.0
2026-05-23 15:32:12.115,71.4,28.8,38.0
2026-05-23 15:32:12.326,71.2,28.3,37.9
2026-05-23 15:32:12.528,71.3,28.8,38.0
2026-05-23 15:32:12.732,71.4,29.3,38.1
2026-05-23 15:32:12.931,71.2,28.8,38.1
2026-05-23 15:32:13.138,71.2,29.3,37.8
2026-05-23 15:32:13.342,71.2,29.3,38.1
2026-05-23 15:32:13.542,71.4,28.8,38.0
2026-05-23 15:32:13.748,71.2,28.8,38.1
2026-05-23 15:32:13.949,71.3,28.8,38.0
2026-05-23 15:32:14.149,71.5,28.8,38.0
2026-05-23 15:32:14.349,71.2,28.8,38.1
2026-05-23 15:32:14.562,71.4,28.3,38.0
2026-05-23 15:32:14.765,71.4,28.8,38.0
2026-05-23 15:32:14.966,71.3,28.8,38.0
2026-05-23 15:32:15.166,71.5,29.3,37.8
2026-05-23 15:32:15.376,71.1,29.3,37.9
2026-05-23 15:32:15.575,71.2,29.3,38.0
2026-05-23 15:32:15.783,71.2,29.3,38.1
2026-05-23 15:32:15.985,71.1,28.3,37.9
2026-05-23 15:32:16.187,71.1,28.3,38.0
2026-05-23 15:32:16.392,71.2,28.3,37.9
2026-05-23 15:32:16.594,71.2,28.3,38.0
2026-05-23 15:32:16.799,71.1,28.3,37.9
2026-05-23 15:32:17.000,71.3,28.3,38.1
2026-05-23 15:32:17.200,71.3,28.8,38.1
2026-05-23 15:32:17.400,71.3,29.3,37.9
2026-05-23 15:32:17.600,71.5,28.8,38.0
2026-05-23 15:32:17.816,71.4,28.8,38.1
2026-05-23 15:32:18.017,71.4,29.3,38.0
2026-05-23 15:32:18.217,71.3,29.3,38.0
2026-05-23 15:32:18.425,71.1,28.3,37.9
2026-05-23 15:32:18.625,71.2,28.8,38.0
2026-05-23 15:32:18.832,71.2,28.3,37.9
2026-05-23 15:32:19.034,71.2,29.3,38.0
2026-05-23 15:32:19.237,71.1,28.8,38.0
2026-05-23 15:32:19.440,71.3,28.3,38.0
2026-05-23 15:32:19.644,71.3,28.3,37.8
2026-05-23 15:32:19.845,71.2,29.3,38.0
2026-05-23 15:32:20.051,71.4,29.3,38.0
2026-05-23 15:32:20.252,71.4,28.3,38.0
2026-05-23 15:32:20.453,71.3,28.3,38.1
2026-05-23 15:32:20.652,71.5,29.3,37.9
2026-05-23 15:32:20.865,71.1,29.3,38.1
2026-05-23 15:32:21.068,71.4,29.3,38.0
2026-05-23 15:32:21.268,71.2,29.3,38.1
2026-05-23 15:32:21.475,71.1,28.3,37.9
2026-05-23 15:32:21.679,71.3,28.3,38.1
2026-05-23 15:32:21.881,71.3,28.3,38.0
2026-05-23 15:32:22.084,71.2,28.3,38.0
2026-05-23 15:32:22.288,71.2,28.3,38.0
2026-05-23 15:32:22.487,71.4,28.8,38.1
2026-05-23 15:32:22.691,71.3,28.8,38.1
2026-05-23 15:32:22.898,71.3,28.3,38.0
2026-05-23 15:32:23.101,71.5,28.8,37.9
2026-05-23 15:32:23.302,71.3,29.3,38.0
2026-05-23 15:32:23.503,71.4,28.8,38.0
2026-05-23 15:32:23.703,71.4,28.8,38.1
2026-05-23 15:32:23.903,71.0,28.3,38.0
2026-05-23 15:32:24.119,71.4,29.3,37.9
2026-05-23 15:32:24.320,71.2,29.3,38.1
2026-05-23 15:32:24.520,71.1,28.8,38.1
2026-05-23 15:32:24.726,71.1,29.3,37.9
2026-05-23 15:32:24.926,71.2,28.8,38.0
2026-05-23 15:32:25.135,71.2,29.3,38.1
2026-05-23 15:32:25.338,71.3,28.3,38.1
2026-05-23 15:32:25.537,71.3,28.3,38.1
2026-05-23 15:32:25.738,71.4,29.3,38.0
2026-05-23 15:32:25.948,71.4,28.8,38.0
2026-05-23 15:32:26.152,71.4,29.3,38.1
2026-05-23 15:32:26.353,71.0,29.3,38.1
2026-05-23 15:32:26.557,71.4,29.3,38.1
2026-05-23 15:32:26.754,71.1,28.3,38.0
2026-05-23 15:32:26.962,71.1,28.3,38.1
2026-05-23 15:32:27.164,71.1,29.3,38.1
2026-05-23 15:32:27.370,71.0,28.3,37.9
2026-05-23 15:32:27.571,71.2,28.8,38.2
2026-05-23 15:32:27.775,71.3,28.3,38.0
2026-05-23 15:32:27.976,71.1,28.8,38.0
2026-05-23 15:32:28.180,71.2,28.3,38.0
2026-05-23 15:32:28.387,71.3,28.3,38.0
2026-05-23 15:32:28.588,71.2,28.3,38.1
2026-05-23 15:32:28.788,71.4,29.3,38.1
2026-05-23 15:32:28.988,71.5,29.3,38.2
2026-05-23 15:32:29.201,71.3,28.8,38.1
2026-05-23 15:32:29.405,71.2,28.8,38.0
2026-05-23 15:32:29.605,71.4,28.8,38.1
2026-05-23 15:32:29.807,71.0,28.3,38.1
2026-05-23 15:32:30.015,71.1,28.3,38.1
2026-05-23 15:32:30.217,71.2,29.3,38.0
2026-05-23 15:32:30.421,71.1,28.3,38.0
2026-05-23 15:32:30.622,71.2,28.8,38.0
2026-05-23 15:32:30.826,71.3,28.3,38.1
2026-05-23 15:32:31.026,71.2,28.8,38.1
2026-05-23 15:32:31.226,71.4,28.3,38.0
2026-05-23 15:32:31.438,71.4,29.3,37.9
2026-05-23 15:32:31.641,71.4,28.3,37.9
2026-05-23 15:32:31.841,71.4,29.3,38.0
2026-05-23 15:32:32.042,71.4,28.3,38.0
2026-05-23 15:32:32.242,71.2,28.3,38.0
2026-05-23 15:32:32.455,71.3,29.3,38.2
2026-05-23 15:32:32.656,71.4,29.3,38.1
2026-05-23 15:32:32.856,71.2,28.3,38.0
2026-05-23 15:32:33.056,71.3,28.3,38.0
2026-05-23 15:32:33.268,71.2,29.3,38.1
2026-05-23 15:32:33.467,71.2,28.3,38.0
2026-05-23 15:32:33.673,71.4,28.8,37.9
2026-05-23 15:32:33.875,71.2,28.8,38.1
2026-05-23 15:32:34.075,71.4,29.3,38.1
2026-05-23 15:32:34.275,71.6,29.3,38.1
2026-05-23 15:32:34.488,71.4,28.3,38.1
2026-05-23 15:32:34.690,71.3,28.8,38.0
2026-05-23 15:32:34.890,71.1,28.3,38.0
2026-05-23 15:32:35.090,70.3,29.3,38.1
2026-05-23 15:32:35.301,67.4,29.3,38.1
2026-05-23 15:32:35.503,67.6,28.3,37.9
2026-05-23 15:32:35.707,67.3,28.3,38.1
2026-05-23 15:32:35.907,67.0,28.3,37.9
2026-05-23 15:32:36.108,66.9,28.3,38.2
2026-05-23 15:32:36.308,66.8,28.3,38.1
2026-05-23 15:32:36.517,66.9,28.3,37.9
2026-05-23 15:32:36.724,67.1,29.3,38.1
2026-05-23 15:32:36.925,60.5,28.3,38.1
2026-05-23 15:32:37.125,68.8,28.8,38.1
2026-05-23 15:32:37.335,69.6,28.3,38.1
2026-05-23 15:32:37.538,70.4,29.3,38.1
2026-05-23 15:32:37.741,70.8,29.3,38.1
2026-05-23 15:32:37.941,70.6,28.3,38.1
2026-05-23 15:32:38.142,69.3,29.3,38.0
2026-05-23 15:32:38.342,68.1,28.3,37.9
2026-05-23 15:32:38.550,67.2,28.3,38.1
2026-05-23 15:32:38.758,67.6,28.8,38.2
2026-05-23 15:32:38.959,68.8,28.3,38.1
2026-05-23 15:32:39.159,69.6,28.8,38.0
2026-05-23 15:32:39.359,69.8,28.3,38.1
2026-05-23 15:32:39.570,70.0,29.3,38.2
2026-05-23 15:32:39.774,67.4,28.3,38.1
2026-05-23 15:32:39.976,67.1,29.3,38.0
2026-05-23 15:32:40.176,68.5,28.8,38.0
2026-05-23 15:32:40.376,67.8,29.3,38.1
2026-05-23 15:32:40.587,67.6,28.8,38.2
2026-05-23 15:32:40.788,66.7,28.8,38.1
2026-05-23 15:32:40.993,65.7,28.3,38.0
2026-05-23 15:32:41.193,66.7,29.3,38.1
2026-05-23 15:32:41.393,67.3,28.3,38.1
2026-05-23 15:32:41.604,68.1,28.3,38.2
2026-05-23 15:32:41.804,69.2,28.3,37.9
2026-05-23 15:32:42.010,71.0,28.3,37.9
2026-05-23 15:32:42.210,70.9,29.3,38.1
2026-05-23 15:32:42.410,71.0,28.3,38.0
2026-05-23 15:32:42.610,71.1,29.3,38.1
2026-05-23 15:32:42.811,69.1,29.3,38.1
2026-05-23 15:32:43.027,69.9,29.3,38.0
2026-05-23 15:32:43.227,69.0,29.3,38.1
2026-05-23 15:32:43.427,68.3,28.3,38.1
2026-05-23 15:32:43.630,68.4,29.3,38.2
2026-05-23 15:32:43.840,67.1,28.3,38.1
2026-05-23 15:32:44.044,67.0,29.3,38.1
2026-05-23 15:32:44.244,67.1,29.3,38.0
2026-05-23 15:32:44.444,67.0,28.3,38.2
2026-05-23 15:32:44.646,66.9,28.3,38.0
2026-05-23 15:32:44.844,67.4,28.8,38.1
2026-05-23 15:32:45.061,67.9,28.8,38.1
2026-05-23 15:32:45.263,67.4,28.8,38.2
2026-05-23 15:32:45.462,67.2,28.8,37.9
2026-05-23 15:32:45.662,66.5,29.3,38.2
2026-05-23 15:32:45.874,65.6,29.3,38.1
2026-05-23 15:32:46.077,65.8,28.3,38.1
2026-05-23 15:32:46.280,65.5,28.3,38.1
2026-05-23 15:32:46.479,66.5,28.3,38.1
2026-05-23 15:32:46.687,68.3,28.3,38.1
2026-05-23 15:32:46.890,70.2,28.3,38.0
2026-05-23 15:32:47.094,70.2,28.3,38.0
2026-05-23 15:32:47.297,68.5,28.3,38.0
2026-05-23 15:32:47.495,69.7,29.3,38.0
2026-05-23 15:32:47.704,68.9,28.8,38.1
2026-05-23 15:32:47.896,68.3,28.8,37.9
2026-05-23 15:32:48.111,67.6,28.8,38.2
2026-05-23 15:32:48.312,67.4,29.3,38.1
2026-05-23 15:32:48.513,67.9,28.3,38.1
2026-05-23 15:32:48.713,68.6,28.8,38.1
2026-05-23 15:32:48.923,67.5,28.3,37.9
2026-05-23 15:32:49.125,68.2,28.8,38.0
2026-05-23 15:32:49.329,67.9,29.3,38.0
2026-05-23 15:32:49.530,68.2,28.8,38.1
2026-05-23 15:32:49.736,68.3,28.3,38.2
2026-05-23 15:32:49.941,68.2,28.3,37.9
2026-05-23 15:32:50.140,68.4,29.3,38.1
2026-05-23 15:32:50.347,68.3,28.3,38.0
2026-05-23 15:32:50.547,68.1,28.8,38.1
2026-05-23 15:32:50.747,67.8,29.3,38.0
2026-05-23 15:32:50.956,68.4,28.8,38.1
2026-05-23 15:32:51.158,68.7,29.3,38.0
2026-05-23 15:32:51.364,68.2,28.3,37.9
2026-05-23 15:32:51.564,67.4,29.3,38.0
2026-05-23 15:32:51.764,67.4,29.3,38.0
2026-05-23 15:32:51.973,67.5,28.3,37.9
2026-05-23 15:32:52.175,67.7,29.3,38.1
2026-05-23 15:32:52.381,67.7,29.3,37.9
2026-05-23 15:32:52.581,67.9,28.3,38.2
2026-05-23 15:32:52.781,68.1,28.3,38.1
2026-05-23 15:32:52.988,68.4,28.3,38.0
2026-05-23 15:32:53.192,69.9,28.3,38.1
2026-05-23 15:32:53.398,70.2,28.8,37.9
2026-05-23 15:32:53.598,70.1,28.8,38.2
2026-05-23 15:32:53.798,70.0,29.3,38.1
2026-05-23 15:32:53.998,70.0,29.3,37.9
2026-05-23 15:32:54.198,63.4,29.3,38.1
2026-05-23 15:32:54.414,62.6,28.3,37.9
2026-05-23 15:32:54.615,62.1,29.3,38.0
2026-05-23 15:32:54.815,61.9,28.3,37.9
2026-05-23 15:32:55.015,62.0,28.3,38.1
2026-05-23 15:32:55.225,62.1,29.3,38.1
2026-05-23 15:32:55.429,61.7,28.3,38.0
2026-05-23 15:32:55.632,62.5,28.8,38.0
2026-05-23 15:32:55.832,69.6,28.8,38.1
2026-05-23 15:32:56.037,68.0,28.8,38.2
2026-05-23 15:32:56.241,68.1,28.8,38.1
2026-05-23 15:32:56.445,68.3,28.8,38.1
2026-05-23 15:32:56.649,69.5,29.3,38.0
2026-05-23 15:32:56.849,69.7,28.3,38.2
2026-05-23 15:32:57.057,70.1,28.8,38.1
2026-05-23 15:32:57.249,69.9,29.3,38.0
2026-05-23 15:32:57.463,70.1,29.3,38.1
2026-05-23 15:32:57.666,70.2,28.8,38.0
2026-05-23 15:32:57.866,70.1,28.8,38.1
2026-05-23 15:32:58.066,70.4,28.3,38.0
2026-05-23 15:32:58.276,70.3,28.3,38.1
2026-05-23 15:32:58.481,70.4,28.3,38.1
2026-05-23 15:32:58.684,71.2,28.8,38.2
2026-05-23 15:32:58.883,71.4,28.3,38.1
2026-05-23 15:32:59.089,71.6,29.3,38.0
2026-05-23 15:32:59.287,71.6,29.3,38.1
2026-05-23 15:32:59.494,71.6,29.3,38.0
2026-05-23 15:32:59.699,71.6,28.3,37.9
2026-05-23 15:32:59.901,71.7,28.3,37.9
2026-05-23 15:33:00.101,71.8,29.3,38.0
2026-05-23 15:33:00.301,71.6,28.3,37.9
2026-05-23 15:33:00.513,71.8,28.3,38.2
2026-05-23 15:33:00.717,71.6,28.8,38.0
2026-05-23 15:33:00.919,71.7,29.3,38.0
2026-05-23 15:33:01.118,72.0,29.3,38.1
2026-05-23 15:33:01.325,71.7,28.3,37.9
2026-05-23 15:33:01.530,71.9,28.3,38.2
2026-05-23 15:33:01.733,72.0,29.3,38.1
2026-05-23 15:33:01.934,71.8,28.3,37.9
2026-05-23 15:33:02.138,72.0,29.3,38.1
2026-05-23 15:33:02.338,71.8,28.3,38.0
2026-05-23 15:33:02.538,71.8,29.3,38.1
2026-05-23 15:33:02.750,71.9,28.3,38.1
2026-05-23 15:33:02.952,71.7,28.8,38.0
2026-05-23 15:33:03.152,71.6,29.3,38.0
2026-05-23 15:33:03.353,71.7,28.3,38.1
2026-05-23 15:33:03.561,71.8,28.3,38.0
2026-05-23 15:33:03.763,71.7,28.3,38.1
2026-05-23 15:33:03.968,71.7,28.3,38.2
2026-05-23 15:33:04.169,71.7,29.3,38.0
2026-05-23 15:33:04.376,71.6,28.8,38.0
2026-05-23 15:33:04.576,71.7,29.3,37.9
2026-05-23 15:33:04.783,71.7,28.8,38.1
2026-05-23 15:33:04.986,71.7,28.8,37.9
2026-05-23 15:33:05.188,71.7,28.8,38.1
2026-05-23 15:33:05.388,71.7,28.3,38.1
2026-05-23 15:33:05.596,71.7,28.3,38.2
2026-05-23 15:33:05.798,71.7,29.3,38.1
2026-05-23 15:33:06.003,71.6,29.3,38.0
2026-05-23 15:33:06.203,71.7,28.3,38.1
2026-05-23 15:33:06.406,71.8,28.3,38.1
2026-05-23 15:33:06.612,71.7,28.8,38.1
2026-05-23 15:33:06.814,71.8,28.3,38.1
2026-05-23 15:33:07.019,71.9,28.3,38.0
2026-05-23 15:33:07.220,71.8,29.3,38.0
2026-05-23 15:33:07.425,71.9,28.8,38.1
2026-05-23 15:33:07.626,71.9,29.3,38.1
2026-05-23 15:33:07.830,71.6,28.3,38.0
2026-05-23 15:33:08.036,71.8,28.8,38.0
2026-05-23 15:33:08.238,71.7,28.3,38.0
2026-05-23 15:33:08.437,71.5,28.3,37.9
2026-05-23 15:33:08.638,71.7,29.3,38.0
2026-05-23 15:33:08.837,71.6,28.3,38.0
2026-05-23 15:33:09.054,71.5,28.3,38.0
2026-05-23 15:33:09.254,71.5,29.3,38.0
2026-05-23 15:33:09.455,71.6,28.8,38.1
2026-05-23 15:33:09.655,71.6,28.3,38.2
2026-05-23 15:33:09.855,71.6,28.3,38.0
2026-05-23 15:33:10.065,71.7,28.3,38.1
2026-05-23 15:33:10.271,71.7,28.8,38.2
2026-05-23 15:33:10.475,71.7,29.3,38.1
2026-05-23 15:33:10.676,71.7,29.3,38.0
2026-05-23 15:33:10.882,71.5,28.3,38.1
2026-05-23 15:33:11.085,71.8,28.3,37.9
2026-05-23 15:33:11.288,71.4,28.3,38.1
2026-05-23 15:33:11.489,71.5,28.3,38.0
2026-05-23 15:33:11.689,71.6,29.3,38.0
2026-05-23 15:33:11.898,71.5,28.3,38.2
2026-05-23 15:33:12.100,71.6,28.3,38.2
2026-05-23 15:33:12.305,71.6,29.3,37.9
2026-05-23 15:33:12.505,71.5,28.3,38.2
2026-05-23 15:33:12.706,71.7,29.3,37.9
2026-05-23 15:33:12.906,71.7,28.3,38.1
2026-05-23 15:33:13.115,71.6,28.3,38.0
2026-05-23 15:33:13.322,71.6,29.3,38.2
2026-05-23 15:33:13.526,71.7,28.3,38.2
2026-05-23 15:33:13.725,71.7,29.3,38.1
2026-05-23 15:33:13.925,71.5,28.3,38.2
2026-05-23 15:33:14.125,71.7,28.8,38.0
2026-05-23 15:33:14.339,71.4,28.8,38.1
2026-05-23 15:33:14.539,71.6,28.3,38.1
2026-05-23 15:33:14.740,71.6,28.3,38.2
2026-05-23 15:33:14.940,71.4,28.3,38.0
2026-05-23 15:33:15.153,71.7,28.3,38.2
2026-05-23 15:33:15.356,71.7,28.3,38.1
2026-05-23 15:33:15.557,71.5,28.3,38.0
2026-05-23 15:33:15.762,71.7,29.3,38.0
2026-05-23 15:33:15.966,71.7,28.8,38.0
2026-05-23 15:33:16.167,71.7,28.8,38.2
2026-05-23 15:33:16.373,71.6,28.3,38.1
2026-05-23 15:33:16.576,71.8,28.8,38.1
2026-05-23 15:33:16.776,71.5,28.8,38.1
2026-05-23 15:33:16.975,71.6,29.3,38.1
2026-05-23 15:33:17.175,71.6,29.3,37.9
2026-05-23 15:33:17.388,71.4,28.3,38.0
2026-05-23 15:33:17.591,71.6,28.3,38.1
2026-05-23 15:33:17.791,71.6,28.3,38.1
2026-05-23 15:33:17.991,71.5,28.3,38.0
2026-05-23 15:33:18.202,71.7,28.3,38.1
2026-05-23 15:33:18.404,71.6,28.3,38.1
2026-05-23 15:33:18.608,71.7,28.3,38.2
2026-05-23 15:33:18.808,71.7,28.3,37.9
2026-05-23 15:33:19.008,71.7,28.3,38.1
2026-05-23 15:33:19.208,71.7,28.8,38.1
2026-05-23 15:33:19.422,71.7,29.3,38.0
2026-05-23 15:33:19.625,71.6,28.8,38.1
2026-05-23 15:33:19.827,71.5,28.3,38.1
2026-05-23 15:33:20.026,71.6,29.3,38.1
2026-05-23 15:33:20.235,71.4,29.3,38.0
